Structure,bandgap
La2ScMnO6,0
La2TaAlO6,0
La2TbDyO6,1.6556
La2TbErO6,1.7633
La2TbGeO6,0
La2TbHoO6,1.7105
La2TbLuO6,1.913
La2TbMgO6,0
La2TbNiO6,0.0062
La2TbTmO6,1.82
La2TbVO6,0
La2TbZnO6,0
La2TlCoO6,0
La2TlCrO6,0.0836
La2TlGaO6,1.2506
La2TlInO6,0.9498
La2TlTiO6,0
La2TlVO6,0
La2TmAsO6,0.0562
La2TmCoO6,1.3327
La2TmCrO6,0.6464
La2TmGaO6,2.7848
La2TmInO6,2.0674
La2TmLuO6,2.1316
La2TmTlO6,1.4238
La2VTmO6,0
La2WCdO6,0
La2WMgO6,0
La2WNdO6,0
La2YCoO6,1.3777
La2YErO6,1.8728
La2YGaO6,2.7056
La2YHoO6,1.8218
La2YInO6,1.9411
La2YLuO6,2.018
La2YTmO6,1.9279
La2ZnHfO6,2.0277
La2ZnIrO6,0.0055
La2ZnMnO6,0
La2ZnPtO6,1.3023
La2ZnRhO6,0.0115
La2ZnRuO6,0
La2ZnTiO6,2.4426
LaAgAuCdO6,0
LaAgAuHgO6,0.0004
LaAgMoCdO6,1.7431
LaAgReAuO6,0.0129
LaAgWCdO6,1.9748
LaAgZrTeO6,0.1745
LaAlGa2O6,0
LaAlO3,3.4924
LaBaAuMnO6,0
LaBaCo2O6,0
LaBaCoInO6,0
LaBaCoLuO6,0
LaBaCrLuO6,0
LaBaGeAsO6,1.0242
LaBaHfAgO6,0.109
LaBaHfTiO6,0.069
LaBaMoCdO6,0
LaBaMoHgO6,0
LaBaMoYbO6,0
LaBaNbInO6,0
LaBaNbTlO6,0
LaBaPrAgO6,0
LaBaPtTaO6,0
LaBaPtTiO6,0
LaBaSeYbO6,0.0266
LaBaSiAlO6,3.8464
LaBaSiAsO6,2.1022
LaBaSiTaO6,0
LaBaTaAlO6,0.0035
LaBaTaBiO6,0
LaBaTaScO6,0.0143
LaBaTcYO6,0.0082
LaBaTeMoO6,0.26
LaBaTeNbO6,0.0062
LaBaTePdO6,0
LaBaTiBiO6,0.7895
LaBaTiGdO6,1.8889
LaBaTiTmO6,2.4488
LaBaWAlO6,0.0128
LaBaZrBiO6,0.2087
LaBiMoCdO6,0
LaBO3,1.7947
LaCaAuCdO6,0.9161
LaCaHfAgO6,0.1139
LaCaHfSbO6,0.0392
LaCaMnCoO6,0
LaCaMnNbO6,0.0495
LaCaReAuO6,0
LaCaSiAlO6,4.2745
LaCaSiBO6,2.4212
LaCdReAuO6,0
LaCdTaAuO6,0
LaCeGa2O6,0.0512
LaCeGdCoO6,0.0461
LaCePrCoO6,0.0729
LaCeWMgO6,0
LaCoO3,0.4388
LaCrO3,1.9039
LaCsAsAlO6,0
LaCsAuCeO6,0
LaCsAuGdO6,1.2505
LaCsAuLuO6,1.0453
LaCsAuPrO6,1.4253
LaCsAuScO6,0.9085
LaCsAuTaO6,0.1071
LaCsAuTiO6,0.0569
LaCsAuTmO6,1.1481
LaCsAuYbO6,0
LaCsAuYO6,1.3305
LaCsBiGdO6,1.5756
LaCsBiPrO6,1.7222
LaCsBiTmO6,1.6659
LaCsBiYO6,1.7319
LaCsHfFeO6,0
LaCsHfMnO6,1.2719
LaCsHfSnO6,2.5553
LaCsHfTeO6,0.5023
LaCsHfTiO6,2.2192
LaCsHfVO6,0.0061
LaCsHfZrO6,2.2825
LaCsNbBiO6,0.541
LaCsNbInO6,2.4557
LaCsNbPrO6,1.6507
LaCsNbTmO6,2.1705
LaCsNbYO6,2.0661
LaCsPtCeO6,1.2688
LaCsSbBiO6,1.0527
LaCsSbTmO6,2.3589
LaCsSbYO6,2.219
LaCsSeVO6,0
LaCsTaAlO6,2.741
LaCsTaBiO6,0.6629
LaCsTaGdO6,1.8186
LaCsTaInO6,2.5252
LaCsTaPrO6,1.7505
LaCsTaScO6,2.4943
LaCsTaTiO6,0.0584
LaCsTaTlO6,2.2325
LaCsTaTmO6,2.2522
LaCsTaYO6,2.132
LaCsVGdO6,1.2882
LaCsVTmO6,1.3622
LaCsZrSnO6,2.4601
LaCuO3,0
LaDyBCoO6,0
LaDyBMoO6,0
LaDyBVO6,0
LaDyCr2O6,0.1121
LaDyMnGaO6,0
LaDySiMoO6,0
LaErCr2O6,0.1226
LaEuAl2O6,0
LaEuCoLuO6,0
LaEuCr2O6,0
LaEuCrLuO6,0
LaEuGa2O6,0
LaEuNbInO6,0
LaEuTaAlO6,0
LaEuWMgO6,0
LaFeO3,0.8484
LaGaAl2O6,0
LaGaO3,3.3659
LaGdAl2O6,1.9589
LaGdTaAlO6,0
LaHgReAuO6,0.0371
LaHgTaAuO6,0.0718
LaHgTiTeO6,0.0205
LaHoCr2O6,0.1171
LaInAl2O6,0.0462
LaInGa2O6,0
LaInO3,2.0351
LaInWMgO6,0.5979
LaIrO3,0
LaKAuCeO6,0.0018
LaKAuGdO6,1.5757
LaKAuLuO6,1.4478
LaKAuPrO6,1.6594
LaKAuTaO6,0.112
LaKAuTmO6,1.5283
LaKAuYbO6,0.0074
LaKAuYO6,1.6289
LaKBiPrO6,1.8092
LaKBiYO6,1.9899
LaKHfPtO6,1.767
LaKHfTeO6,0.3936
LaKPtTaO6,0
LaKReAuO6,0
LaKTaBiO6,0.5443
LaKTaGdO6,1.8494
LaKTaInO6,2.6771
LaKTaPrO6,1.8373
LaKTaTeO6,0
LaKTaTlO6,2.3417
LaKTaTmO6,2.3713
LaLiPtTaO6,0
LaLiReAuO6,0.0154
LaLiTaAuO6,0.1151
LaLuAl2O6,3.2739
LaLuCr2O6,0.141
LaLuGa2O6,3.1591
LaLuHfCoO6,0.0141
LaLuO3,2.2224
LaLuTaAlO6,0
LaLuWMgO6,0
LaMgWAlO6,0
LaMnO3,0
LaMnReAuO6,0
LaMoAl2O6,0
LaMoGa2O6,0
LaNaMnMoO6,0
LaNaTaAuO6,0.1142
LaNbAl2O6,0.0417
LaNbGa2O6,0.0075
LaNbO3,0
LaNdAl2O6,3.148
LaNdCr2O6,0.0948
LaNdGa2O6,3.0403
LaNdGeAlO6,0
LaNdMnInO6,0
LaNdRuAlO6,0
LaNdSeAlO6,0.0106
LaNdSiAlO6,0
LaNdSiInO6,0
LaNdSiMoO6,0
LaNiO3,0
LaPbMoCaO6,0.0103
LaPbMoCdO6,0
LaPbReAuO6,0
LaPbTaAuO6,0
LaPbTiAuO6,0
LaPdAl2O6,0
LaPdO3,0.0161
LaPmAl2O6,3.1387
LaPmCr2O6,0.0953
LaPmGa2O6,3.0308
LaPmO3,1.0668
LaPrAl2O6,3.1613
LaPrCr2O6,0.0943
LaPrGa2O6,3.0541
LaPrTaAlO6,0
LaRbAsAlO6,0.7296
LaRbAuCeO6,0.001
LaRbAuGdO6,1.526
LaRbAuLuO6,1.3541
LaRbAuPrO6,1.6016
LaRbAuScO6,1.2425
LaRbAuTaO6,0.1102
LaRbAuTiO6,0
LaRbAuTmO6,1.4385
LaRbAuYbO6,0
LaRbAuYO6,1.5626
LaRbBiYO6,1.9688
LaRbHfTcO6,0.0527
LaRbHfTeO6,0.4314
LaRbHfZrO6,2.3544
LaRbMnAuO6,0
LaRbMoYbO6,1.8518
LaRbPtTaO6,0
LaRbReAuO6,0
LaRbTaBiO6,0.5855
LaRbTaGdO6,1.8439
LaRbTaInO6,2.6192
LaRbTaPrO6,1.8061
LaRbTaTeO6,0
LaRbTaTlO6,2.3174
LaRbTaTmO6,2.3267
LaRbTaYO6,2.2025
LaRhAl2O6,0.0717
LaRhGa2O6,0.0646
LaRhO3,0
LaRuO3,0
LaSbO3,0
LaScAl2O6,1.745
LaScCr2O6,0
LaScO3,2.8177
LaSmAl2O6,3.1464
LaSmCr2O6,0.0994
LaSmGa2O6,3.0377
LaSmGeAlO6,0
LaSmMnGaO6,0
LaSmSeAlO6,0.0042
LaSmSiAlO6,0.0551
LaSmSiBO6,0
LaSmSiMoO6,0
LaSrAuTmO6,0.0168
LaSrCoLuO6,0
LaSrCoNbO6,0
LaSrCoRuO6,0
LaSrCuRuO6,0
LaSrCuSbO6,0
LaSrFeCoO6,0
LaSrFeNiO6,0
LaSrGeLuO6,2.9203
LaSrHfFeO6,0.0047
LaSrHfMnO6,0
LaSrHfNiO6,0.1161
LaSrMnCoO6,0
LaSrMoTaO6,0
LaSrMoYbO6,0
LaSrNbGdO6,0
LaSrNbTlO6,0
LaSrNiRuO6,0.1813
LaSrNiSbO6,0
LaSrNiTaO6,2.6746
LaSrReAuO6,0
LaSrSeYbO6,0.032
LaSrTaGaO6,0
LaSrTaPtO6,0
LaSrTiTlO6,2.4127
LaSrWGaO6,0
LaTaAl2O6,0
LaTaGa2O6,0
LaTaO3,0
LaTbAl2O6,3.1625
LaTbBMoO6,0
LaTbCr2O6,0.1073
LaTbGa2O6,3.0499
LaTiAl2O6,0
LaTiO3,0
LaTlAl2O6,0
LaTlAuTiO6,0
LaTlBiYO6,1.2967
LaTlGa2O6,0
LaTlNbScO6,1.3309
LaTlNbTmO6,1.4966
LaTlSbScO6,1.4681
LaTlSeCdO6,0.0003
LaTlSeTiO6,1.4147
LaTlSnMgO6,0
LaTlTaAuO6,0
LaTlTaScO6,1.4242
LaTlTaTeO6,0
LaTlWMgO6,1.3643
LaTlZrSnO6,1.4754
LaTlZrTiO6,1.0838
LaTmAl2O6,3.2331
LaTmCoLuO6,1.2625
LaTmCr2O6,0.1289
LaTmCrLuO6,0
LaTmGa2O6,3.1191
LaTmHfCoO6,0.0194
LaTmMoCdO6,0
LaTmNbInO6,0
LaTmO3,2.0401
LaTmReAuO6,0
LaTmSeYbO6,0.068
LaTmSiVO6,0.008
LaTmTaAlO6,0
LaTmTaGaO6,0
LaTmWCdO6,0
LaTmWMgO6,0
LaVAl2O6,0
LaVGa2O6,0
LaVO3,0
LaYAl2O6,3.0682
LaYbCoTmO6,0.0054
LaYbCr2O6,0
LaYbCrTmO6,0.0047
LaYbGa2O6,0
LaYbHfAlO6,3.4083
LaYbHfCoO6,1.1246
LaYbHfCuO6,0.098
LaYbHfFeO6,0.006
LaYbMoCdO6,0.0054
LaYbNbInO6,0.0106
LaYbNbTmO6,0.0267
LaYbO3,0
LaYbReAuO6,0
LaYbTaAlO6,0
LaYbVTmO6,0
LaYbWCdO6,0
LaYbWMgO6,0.0515
LaYbZrGaO6,3.1723
LaYCr2O6,0.1009
LaYGa2O6,2.9507
LaYHfFeO6,0
LaYO3,1.819
LaYTmCoO6,1.1182
LiAsO3,0
LiBiO3,0
LiLaWMgO6,2.527
LiMoO3,0.1889
LiNbO3,1.5751
LiNO3,0
LiPO3,0.4551
LiReO3,0
LiSbO3,1.4496
LiTcO3,0
LiVO3,0
Lu2DyGaO6,1.748
Lu2ErGaO6,1.9254
Lu2GdGaO6,0.3598
Lu2HoGaO6,1.8384
Lu2InGaO6,1.9757
Lu2TaAlO6,0
Lu2TmAlO6,2.4539
Lu2TmBO6,2.728
Lu2TmGaO6,2.0183
Lu2YGaO6,1.8261
LuAgO3,0
LuAgReAuO6,0
LuAgTaAuO6,0
LuAgWMgO6,2.1155
LuAlGa2O6,0
LuAlO3,3.1252
LuAsO3,0
LuAuO3,0
LuBaReAuO6,0
LuBaTaAlO6,0
LuBaWAlO6,0
LuBO3,2.7981
LuCaPtTaO6,0
LuCaTaGaO6,0
LuCaWGaO6,0
LuCdWMgO6,0
LuCeGa2O6,0.0294
LuCoO3,0
LuCrB2O6,0.0612
LuCrO3,0.096
LuCsAuTiO6,0
LuCsHfMnO6,1.2477
LuCsHfTiO6,2.2036
LuCsNbInO6,2.2955
LuCsNbTmO6,2.0669
LuCsPtTaO6,0
LuCsSbScO6,2.3679
LuCsTaInO6,2.298
LuCsTaScO6,2.5868
LuCsTaTeO6,0
LuCsTaTiO6,0
LuCsTiTeO6,0.8695
LuCsVTmO6,1.3687
LuCsZrCoO6,0
LuDyO3,0.4678
LuEuGa2O6,0
LuFeO3,0
LuGaAl2O6,0.0259
LuGaO3,3.0274
LuHgAuTiO6,0
LuHgReAuO6,0.0388
LuInAl2O6,0
LuInGa2O6,0
LuInO3,0.7617
LuIrO3,0
LuKHfGeO6,3.0861
LuKPtTaO6,0
LuKTaAuO6,0.1179
LuKTaInO6,2.4894
LuKTaTmO6,2.236
LuLiAuTaO6,0
LuLiPtTaO6,0
LuMnO3,0
LuMoAl2O6,0
LuMoO3,0
LuNaPtTaO6,0
LuNaReAuO6,0
LuNbAl2O6,0.0096
LuNbO3,0
LuNdGa2O6,2.9079
LuNiO3,0.0107
LuPbWAlO6,0
LuPdAl2O6,0
LuPdO3,0
LuPmGa2O6,2.9035
LuPrGa2O6,2.9152
LuRbAuTiO6,0
LuRbHfTiO6,2.2557
LuRbPtTaO6,0
LuRbTaInO6,2.4155
LuRbTaScO6,2.6976
LuRbTaTiO6,0
LuRhAl2O6,0.0798
LuRhO3,0
LuRuO3,0
LuSbO3,0
LuScAl2O6,1.7638
LuScCr2O6,0
LuSmAl2O6,3.0051
LuSmGa2O6,2.9119
LuSrTaPtO6,0
LuSrWGaO6,0
LuSrWMgO6,0
LuTaAl2O6,0
LuTaO3,0.0199
LuTbAl2O6,3.0257
LuTbBCrO6,0.8737
LuTbBMoO6,0
LuTbBVO6,0
LuTbGa2O6,2.9298
LuTlAl2O6,0
LuTlAuTiO6,0
LuTlCrTmO6,0
LuTlGa2O6,0.0211
LuTlNbInO6,1.7278
LuTlPtTaO6,0
LuTlTaAuO6,0.1034
LuTlVTmO6,0.7233
LuTlWAlO6,0
LuTmAl2O6,3.0894
LuTmGa2O6,2.993
LuTmHfCoO6,0
LuTmO3,0.8735
LuTmTaGaO6,0
LuTmWMgO6,0
LuTmZrAlO6,0
LuVAl2O6,0
LuVB2O6,0
LuVEr2O6,0
LuVHo2O6,0
LuVO3,0
LuYAl2O6,2.9573
LuYbCoTmO6,0
LuYbGa2O6,0
LuYbHfCoO6,1.2305
LuYbNbMgO6,3.014
LuYbWMgO6,0
LuYGa2O6,2.8571
MgCeO3,0
MgCO3,0
MgCoNi2O6,0
MgCoW2O6,0
MgCrNi2O6,0
MgCrW2O6,0
MgCsVTbO6,0
MgCsWDyO6,0.9641
MgCsWInO6,1.2539
MgFeNi2O6,0
MgGeO3,1.5499
MgKWCeO6,0.1377
MgKWDyO6,1.0614
MgKWInO6,1.3863
MgLiWAlO6,2.2486
MgSeO3,0
MgSiO3,2.9292
MgSnO3,1.3084
MgTiNi2O6,0
MgTiO3,1.9098
MgVNi2O6,0
MgVO3,0
MnBaLuAuO6,0.9815
MnCsReAuO6,0
MnCsTa2O6,0
MnCsWDyO6,0.5788
MnCsWInO6,0.8669
MnCsWLuO6,0.7394
MnGeO3,0.6429
MnHgWGaO6,0
MnIrO3,0
MnKReAuO6,0
MnNaWAlO6,1.7775
MnNaWSrO6,0.0039
MnOsO3,0
MnPdO3,0
MnPtO3,0
MnRbReAuO6,0
MnReO3,0
MnRhO3,0
MnRuO3,0
MnSeO3,0
MnSiO3,1.8483
MnSnO3,0.483
MnSrVAlO6,1.0241
MnTcO3,0
MnTlAuTiO6,0
MnTlReAuO6,0
MnVO3,0
MnWO3,0
MoAlO3,0
MoBaAl2O6,0
MoMgFe2O6,0
MoPbCo2O6,0
Na2TaNbO6,1.8307
NaAsO3,0
NaBiO3,0
NaEuTi2O6,0
NaGdMgWO6,1.1665
NaIO3,0.0394
NaIrO3,0
NaLaMnWO6,1.0188
NaNbO3,1.5249
NaNdCoWO6,0.0256
NaNdMgWO6,2.5615
NaNdMnWO6,1.043
NaNO3,0
NaPO3,0.3442
NaSbO3,1.4696
NaSmTi2O6,1.6859
NaTaO3,2.2603
NaTbMnWO6,0.8692
NaVO3,0.2168
NaWO3,0
NbBaAl2O6,0
NbBaCoInO6,0
NbBaCrInO6,0
NbBaFeInO6,0.0051
NbBaNiInO6,0
NbCsWInO6,0
NbLuGa2O6,0.0066
NbMgMn2O6,0
NbMgNi2O6,0
Nd2AlBO6,3.0253
Nd2AsErO6,0
Nd2AsHoO6,0.0205
Nd2AsTmO6,0
Nd2CoMnO6,0
Nd2CoPtO6,0.0022
Nd2CoRuO6,0
Nd2CuIrO6,0.0317
Nd2CuMnO6,0.0139
Nd2CuSnO6,0.1227
Nd2CuTiO6,0.0085
Nd2DyCoO6,0.8472
Nd2DyErO6,1.6241
Nd2DyGaO6,2.1889
Nd2DyHoO6,1.5841
Nd2DyInO6,1.6018
Nd2DyLuO6,1.7328
Nd2DyTmO6,1.6646
Nd2DyYO6,1.6037
Nd2ErCoO6,0.9101
Nd2ErGaO6,2.2819
Nd2ErInO6,1.6954
Nd2ErLuO6,1.8093
Nd2ErNiO6,0
Nd2ErTmO6,1.7429
Nd2GaMnO6,0
Nd2GdCoO6,0.7536
Nd2GdGaO6,1.3799
Nd2HoCoO6,0.8792
Nd2HoErO6,1.6642
Nd2HoGaO6,2.2363
Nd2HoInO6,1.6493
Nd2HoLuO6,1.7716
Nd2HoTmO6,1.7043
Nd2InGaO6,2.2978
Nd2KNbO6,1.7651
Nd2LiIrO6,0
Nd2LiOsO6,0.0888
Nd2LiRuO6,0.0119
Nd2LuGaO6,2.4034
Nd2LuInO6,1.8208
Nd2LuTlO6,1.2757
Nd2MgIrO6,0.0189
Nd2MgPtO6,1.6922
Nd2MgSnO6,2.572
Nd2MgTiO6,2.6614
Nd2MnNiO6,0.2646
Nd2MnRhO6,0.0705
Nd2MnTiO6,0
Nd2NaIrO6,0.0288
Nd2NaOsO6,0.0142
Nd2NaRuO6,0.0074
Nd2NiPtO6,0.0131
Nd2NiRuO6,0
Nd2PmCoO6,0.6632
Nd2PtErO6,0
Nd2PtHoO6,0
Nd2PtLuO6,0
Nd2RhLuO6,0.6166
Nd2RuLuO6,0.0044
Nd2ScGaO6,2.5963
Nd2TbDyO6,1.4988
Nd2TbErO6,1.5807
Nd2TbHoO6,1.5404
Nd2TbLuO6,1.6908
Nd2TbTmO6,1.6217
Nd2TlGaO6,1.3071
Nd2TlInO6,0.8301
Nd2TmAlO6,2.4193
Nd2TmBO6,2.4573
Nd2TmCoO6,0.944
Nd2TmCuO6,0
Nd2TmGaO6,2.3278
Nd2TmInO6,1.7423
Nd2TmLuO6,1.8477
Nd2TmNiO6,0
Nd2VTbO6,0
Nd2YCoO6,0.8617
Nd2YErO6,1.6818
Nd2YGaO6,2.2521
Nd2YHoO6,1.6434
Nd2YInO6,1.6729
Nd2YTmO6,1.7209
Nd2ZnPtO6,1.3777
NdAgO3,0
NdAlGa2O6,0
NdAlO3,2.8636
NdAsO3,0
NdAuFeInO6,0
NdAuMnInO6,0
NdAuO3,0
NdBaAuCaO6,2.0108
NdBaCo2O6,0
NdBaFe2O6,0
NdBaMn2O6,0
NdBaMnInO6,0.7599
NdBaSeErO6,1.0839
NdBaSeGaO6,1.1913
NdBaSeHoO6,1.027
NdBaSeScO6,1.668
NdBaSeTiO6,0
NdBaSiErO6,3.035
NdBaSiGaO6,2.3252
NdBaSiHoO6,3.007
NdBaVAsO6,0
NdBO3,1.9655
NdCeAl2O6,0.0025
NdCeCr2O6,0
NdCeO3,0
NdCoO3,0.7914
NdCrB2O6,0
NdCrO3,1.904
NdCsCrInO6,0
NdCsFeInO6,0
NdCsMnTbO6,0
NdCsVInO6,1.638
NdCsWInO6,0
NdCsWTlO6,0.1404
NdDyBMoO6,0
NdDyCr2O6,0.0284
NdErCr2O6,0.0414
NdErO3,1.7033
NdEuAl2O6,0
NdEuSiAlO6,0
NdFeO3,0
NdGaAl2O6,0.0253
NdGaO3,0
NdGdAl2O6,1.9624
NdHfO3,0
NdHoCr2O6,0.0344
NdHoO3,1.6248
NdInAl2O6,0
NdInGa2O6,0
NdInO3,1.6468
NdIrO3,0
NdLaBAlO6,3.3295
NdLaBInO6,2.7702
NdLaBMoO6,0
NdLaCoInO6,0.3426
NdLaCuAlO6,0
NdLaGaMnO6,0
NdLaNiInO6,0
NdLaO3,0.4822
NdLiWInO6,0
NdLuAl2O6,3.0009
NdLuCr2O6,0.0679
NdMgNi2O6,0
NdMnO3,0
NdMoO3,0
NdNbO3,0.0045
NdNiO3,0.2526
NdOsO3,0
NdPbO3,0
NdPdO3,0.0185
NdPmAl2O6,2.8628
NdPmGa2O6,2.7752
NdPmO3,1.0368
NdPrGa2O6,2.7866
NdPtO3,0
NdReO3,0
NdRhO3,0
NdRuO3,0
NdScAl2O6,1.6597
NdScO3,2.39
NdSmAl2O6,2.8724
NdSmBAlO6,3.0295
NdSmBMoO6,0
NdSmCr2O6,0.0219
NdSmGa2O6,2.7842
NdSmGaAlO6,2.8232
NdSmGeAlO6,0.0377
NdSmMnInO6,0
NdSmSeAlO6,0.0136
NdSmSiAlO6,0
NdSnO3,0
NdSrCrInO6,0
NdSrFeInO6,0
NdSrMn2O6,0
NdSrMnInO6,0.9167
NdTaO3,0
NdTbAl2O6,2.8948
NdTbCr2O6,0.0231
NdTbO3,1.4542
NdTcO3,0
NdTeO3,0
NdTiO3,0
NdTlAl2O6,0
NdTlFeInO6,0
NdTlO3,0.4159
NdTmAl2O6,2.963
NdTmCr2O6,0.0499
NdTmGa2O6,2.8706
NdVO3,0
NdVTm2O6,0
NdWO3,0
NdYAl2O6,2.8263
NdYbAl2O6,0.0197
NdYbCr2O6,0
NdYbGa2O6,0
NdYbO3,0
NdYCr2O6,0.009
NdYGa2O6,2.7311
NdYO3,1.6608
NdZrO3,0
NiCsReAuO6,0
NiCsWInO6,0
NiKReAuO6,0
NiMnO3,0
NiNaReAuO6,0
NiRbReAuO6,0
NiTiO3,0
NiTlReAuO6,0
NiTlWGaO6,0
OsKWCeO6,0
OsKWCsO6,0
OsKWInO6,0
Pb2AlNbO6,2.4726
Pb2AuTaO6,0
Pb2AuTiO6,0
Pb2BiTaO6,0.6157
Pb2BiVO6,0.3219
Pb2BiYO6,1.9162
Pb2CaReO6,0
Pb2CaTeO6,2.4646
Pb2CdMoO6,1.8083
Pb2CdReO6,0
Pb2CdTeO6,1.3364
Pb2CdWO6,2.2257
Pb2CoMoO6,0
Pb2CoNbO6,1.2299
Pb2CoReO6,0
Pb2CoTaO6,0.509
Pb2CoWO6,0.0084
Pb2CrAlO6,0
Pb2CrGdO6,0
Pb2CrLuO6,0
Pb2CrNbO6,0.7112
Pb2CrTaO6,1.1594
Pb2CrTmO6,0
Pb2CuWO6,0.0028
Pb2DyNbO6,2.1718
Pb2FeMoO6,0.2905
Pb2FeNbO6,1.8713
Pb2FeReO6,0
Pb2FeTaO6,2.0945
Pb2FeTiO6,0
Pb2FeWO6,2.3575
Pb2GaNbO6,2.6941
Pb2HfVO6,0
Pb2HfWO6,0
Pb2HgCrO6,0.2197
Pb2InNbO6,2.406
Pb2LuNbO6,2.3297
Pb2MgMoO6,1.6178
Pb2MgReO6,0
Pb2MgTeO6,2.2616
Pb2MgWO6,2.7568
Pb2MnNbO6,0
Pb2MnTaO6,0
Pb2MnTeO6,1.0191
Pb2MoAlO6,0
Pb2MoInO6,0
Pb2MoYbO6,1.5884
Pb2NaIO6,2.6086
Pb2NbTaO6,0
Pb2NiMoO6,0
Pb2NiReO6,0
Pb2NiTeO6,0
Pb2NiWO6,2.7937
Pb2PtTaO6,0
Pb2ScNbO6,2.5749
Pb2ScSbO6,2.6669
Pb2ScTaO6,2.5824
Pb2TaAlO6,2.7198
Pb2TaSbO6,0.1799
Pb2TbHfO6,0.0153
Pb2TcScO6,0
Pb2TmNbO6,2.2724
Pb2VAlO6,0.6644
Pb2VLuO6,1.0962
Pb2VTmO6,1.1094
Pb2VYO6,1.1531
Pb2WAlO6,0
Pb2YbNbO6,0
Pb2YbTaO6,0
Pb2ZnMoO6,1.813
Pb2ZnReO6,0
Pb2ZnTeO6,0.9166
Pb2ZnWO6,2.6376
PbBaBiNbO6,1.0913
PbBaGdCoO6,0
PbBaTaAuO6,0.1025
PbBaTmCrO6,0.0143
PbBaYCoO6,0.0189
PbBaYFeO6,0.3456
PbCaAuTmO6,1.4512
PbCaCrLuO6,0.0112
PbCaReAuO6,0
PbCaTaAuO6,0.1082
PbCaVTmO6,1.2691
PbCdAuTaO6,0
PbCdAuTiO6,0
PbCdReAuO6,0
PbCdWAlO6,0.0404
PbCO3,0
PbCoWAlO6,0
PbCrO3,0
PbCsCrLuO6,0.5504
PbCsHfCuO6,0
PbCsNbInO6,0
PbCsNbZrO6,2.2482
PbCsPtTaO6,0.7173
PbCsReAuO6,0.0116
PbCsSeYbO6,0.0053
PbCsTaAuO6,0
PbCsTeScO6,2.1651
PbCsTeTiO6,0.1227
PbCsTiAuO6,0
PbCsVAlO6,0
PbCsVDyO6,0
PbCsVYO6,0
PbCsWAlO6,2.3667
PbCsWInO6,2.7026
PbCsWYO6,2.3351
PbCsZrAuO6,0.4003
PbDyCr2O6,0.0066
PbEuScSbO6,0.0466
PbEuTiAuO6,0
PbFeWAlO6,0
PbGeO3,0
PbHfO3,2.4149
PbHgAuTaO6,0.0268
PbHgAuTiO6,0
PbHgReAuO6,0
PbHgWAlO6,0.0451
PbIrO3,0
PbKCrLuO6,0.2352
PbKHfAuO6,0.7668
PbKPtTaO6,0.9751
PbKReAuO6,0.0122
PbKReInO6,0
PbKTaAuO6,0.0423
PbKTaInO6,0
PbKTiAuO6,0.1079
PbKWCeO6,0
PbKWCsO6,0
PbKWGaO6,2.7149
PbKWInO6,2.785
PbKZrAuO6,0.7196
PbMgAuTiO6,0
PbMgReAuO6,0.0317
PbMnO3,0
PbMnReAuO6,0
PbMnWAlO6,0
PbNaPtTaO6,1.0652
PbNaReAuO6,0.0118
PbNbO3,0
PbNiWAlO6,0.0207
PbOsO3,0
PbPdO3,0.0128
PbPtO3,0
PbPtWAlO6,0
PbRbNbTmO6,0
PbRbPtTaO6,0.892
PbRbReAuO6,0.0121
PbRbTaAuO6,0.0379
PbRbTeScO6,2.3707
PbRbTiAuO6,0.0645
PbRbWAlO6,2.5013
PbRbZrAuO6,0.6649
PbRhO3,0
PbRuO3,0
PbSiO3,1.1848
PbSnO3,1.0389
PbSrBiYO6,2.1095
PbSrCrLuO6,0
PbSrInNbO6,2.953
PbSrTmCrO6,0
PbSrTmVO6,1.3435
PbSrVCaO6,0
PbTaCo2O6,0
PbTaCr2O6,0
PbTcCo2O6,0
PbTeCr2O6,0
PbTiCr2O6,0
PbTiO3,1.585
PbTlCrLuO6,0.04
PbTlPtTaO6,0.2304
PbTlSeYbO6,0
PbTlTiAuO6,0.0193
PbTlWAlO6,0.9284
PbTmCr2O6,0
PbTmWAlO6,0
PbVO3,0
PbYbCo2O6,0
PbYbCr2O6,0
PbYbWAlO6,0
PbZnReAuO6,0
PbZnWAlO6,0.0458
PbZrCo2O6,0
PbZrO3,2.2792
Pd2MnBO6,0
Pd2NbGaO6,0
Pd2SbGaO6,0
PdBaAl2O6,0
PdCsMnInO6,0
PdCsReAuO6,0
PdCsWInO6,0
PdIrO3,0
PdKWCeO6,0
PdKWInO6,0
PdPtO3,0
PdReO3,0
PdRhO3,0
PdRuO3,0
Pm2AlBO6,3.0154
Pm2DyCoO6,0.8345
Pm2ErCoO6,0.8956
Pm2HoCoO6,0.8654
Pm2LuGaO6,2.3871
Pm2TmAlO6,2.4129
Pm2TmAsO6,0.0164
Pm2TmBO6,2.4514
Pm2TmCoO6,0.9287
Pm2TmCuO6,0.0285
Pm2TmNiO6,0
Pm2VCaO6,0
Pm2VInO6,0
Pm2VTbO6,0
PmAgO3,0
PmAlGa2O6,0
PmAlO3,2.859
PmAsO3,0
PmAuO3,0
PmBaAuCaO6,2.0226
PmBaSeErO6,1.0357
PmBaSeGaO6,1.2058
PmBaSeHoO6,0.9796
PmBaSeScO6,1.6174
PmBaSiErO6,3.0095
PmBaSiGaO6,2.3917
PmBaSiHoO6,2.9816
PmCeAl2O6,0.0008
