Structure,bandgap
Sr2TbSbO6,3.5439
Sr2TbTaO6,3.4396
Sr2TiMoO6,0
Sr2TiNbO6,0.0068
Sr2TiPrO6,0.0018
Sr2TiRuO6,0.0151
Sr2TiTaO6,0
Sr2TiTbO6,0
Sr2TmBiO6,1.8205
Sr2TmIrO6,0.0019
Sr2TmReO6,0
Sr2TmRuO6,0
Sr2TmSbO6,3.4386
Sr2TmTaO6,3.4722
Sr2VDyO6,0
Sr2VErO6,1.3217
Sr2VHoO6,1.3259
Sr2VInO6,1.7975
Sr2VMoO6,0
Sr2VNbO6,0
Sr2VScO6,1.2145
Sr2VTaO6,0
Sr2VTlO6,1.5334
Sr2VTmO6,1.3153
Sr2VYO6,1.6134
Sr2YbBiO6,0
Sr2YBiO6,1.9724
Sr2YbIrO6,0
Sr2YbMoO6,1.9246
Sr2YbNbO6,0
Sr2YbReO6,0
Sr2YbRuO6,0
Sr2YbSbO6,0
Sr2YbTaO6,0
Sr2YIrO6,0.0013
Sr2YMoO6,0.0115
Sr2YNbO6,3.0999
Sr2YOsO6,0
Sr2YReO6,0
Sr2YRuO6,0
Sr2YSbO6,3.5122
Sr2YTaO6,3.4381
Sr2ZnMoO6,2.3108
Sr2ZnReO6,0.0135
Sr2ZnTeO6,0.9639
Sr2ZnWO6,3.4104
Sr2ZrHfO6,3.4242
Sr2ZrMnO6,1.506
Sr2ZrMoO6,0.0395
Sr2ZrNbO6,0
Sr2ZrSnO6,3.902
Sr2ZrTaO6,0.0838
Sr2ZrTiO6,2.3507
SrAgReAuO6,0
SrAgTaAuO6,0.0518
SrBaMnWO6,2.0186
SrCaAuTmO6,1.6197
SrCaCoTeO6,0.0078
SrCaFeSbO6,0.4409
SrCaLaRuO6,0
SrCaNiTeO6,0
SrCaPrRuO6,0
SrCaPtTaO6,0
SrCeO3,2.2876
SrCO3,0.0119
SrCoO3,0
SrCrO3,0
SrCsNbTbO6,0
SrCsReHoO6,0.0565
SrCsReInO6,0.0107
SrCsReTbO6,0.056
SrCsReYO6,0.0579
SrCsVTbO6,0
SrCsWAlO6,2.5262
SrCsWDyO6,2.4454
SrCsWErO6,2.4548
SrCsWEuO6,0
SrCsWInO6,2.9794
SrCsWTbO6,2.44
SrCsWTlO6,1.4003
SrCsWYbO6,0.0095
SrCsWYO6,2.4433
SrCuReAuO6,0
SrEuAuCeO6,0
SrEuAuTiO6,0
SrEuAuTmO6,0
SrEuLiTeO6,0
SrEuMoYbO6,0.1307
SrEuReAuO6,0
SrFeO3,0
SrFeReAuO6,0
SrGeO3,0
SrHfO3,3.7226
SrHgWAlO6,0.005
SrIrO3,0
SrKSmHfO6,0
SrLaFeTiO6,1.7674
SrLaFeVO6,1.2001
SrLaMgMoO6,0
SrLaMnFeO6,0
SrLaMnRuO6,0
SrLiWErO6,2.4556
SrLiWInO6,3.0127
SrLiWTbO6,2.4461
SrLiWYO6,2.4512
SrMnO3,0
SrMoO3,0
SrNaSbHfO6,3.2996
SrNbO3,0
SrNdFeTiO6,0.0066
SrOsO3,0
SrPbAuGdO6,1.5322
SrPbAuTiO6,0
SrPbO3,0.3311
SrPbReAuO6,0
SrPbSbScO6,3.3003
SrPbTaAuO6,0.106
SrPbTaBiO6,1.0745
SrPbTaScO6,3.2121
SrPbWAlO6,0
SrPrCoRuO6,0.0116
SrPrFeTiO6,0.0062
SrPrMgRuO6,0
SrPrNiRuO6,0.1724
SrPrO3,0.3872
SrPrZnRuO6,0.0049
SrRbSmHfO6,0
SrRuO3,0
SrSiO3,2.3831
SrSnO3,0.9698
SrTbO3,0
SrTcO3,0
SrTiO3,1.772
SrTmAuLuO6,0.0193
SrTmCrLuO6,0.0223
SrTmNbInO6,0
SrTmReAuO6,0
SrTmTaAlO6,0
SrTmWAlO6,0
SrVO3,0
SrVRu2O6,0
SrWO3,0
SrYbAuTiO6,0
SrYbAuTmO6,1.6889
SrYbNbInO6,3.5483
SrYbReAuO6,0.0165
SrYbTaAuO6,0.1142
SrYbWAlO6,0
SrYbWGaO6,0.012
SrZnReAuO6,0
SrZrO3,3.542
TaBaAl2O6,0
TaBaInCoO6,0
TaCsReAuO6,0
TaKReAuO6,0
TaLiReAuO6,0
TaMgFe2O6,0
TaMgNi2O6,0
TaMnTiAuO6,0
TaPbReAuO6,0
TaRbReAuO6,0
TaTlReAuO6,0
TaTlReSeO6,0
TaTlTiAuO6,0
Tb2DyErO6,1.6327
Tb2DyGaO6,2.196
Tb2DyHoO6,1.5916
Tb2DyInO6,1.5866
Tb2DyLuO6,1.7449
Tb2DyTmO6,1.6746
Tb2DyYO6,1.595
Tb2ErGaO6,2.2919
Tb2ErInO6,1.681
Tb2ErLuO6,1.8243
Tb2ErTmO6,1.7553
Tb2GdGaO6,1.3298
Tb2HoErO6,1.674
Tb2HoGaO6,2.2448
Tb2HoInO6,1.6344
Tb2HoLuO6,1.7852
Tb2HoTmO6,1.7155
Tb2InGaO6,2.2761
Tb2LuAlO6,2.5133
Tb2LuAsO6,0.0412
Tb2LuBO6,0.9718
Tb2LuGaO6,2.4179
Tb2LuInO6,1.8079
Tb2LuTlO6,1.2343
Tb2TlGaO6,1.2917
Tb2TlInO6,0.533
Tb2TmAlO6,2.4732
Tb2TmAsO6,0.024
Tb2TmBO6,2.519
Tb2TmGaO6,2.3396
Tb2TmInO6,1.7286
Tb2TmLuO6,1.8642
Tb2VHoO6,0
Tb2VInO6,0
Tb2VPrO6,0
Tb2YErO6,1.6944
Tb2YGaO6,2.2648
Tb2YHoO6,1.6547
Tb2YInO6,1.6613
Tb2YLuO6,1.803
Tb2YTmO6,1.7349
Tb2YVO6,0
TbAgO3,0
TbAlGa2O6,0.0004
TbAlO3,2.9238
TbAsO3,0
TbAuO3,0
TbBaAl2O6,0
TbBaGa2O6,0.0177
TbCaAl2O6,0.0192
TbCaGa2O6,0
TbCeO3,0
TbCoO3,0
TbCrAl2O6,0
TbCrB2O6,0.0458
TbCrO3,0.0142
TbDyAl2O6,2.9363
TbDyGa2O6,2.8418
TbDyO3,1.524
TbEuCr2O6,0
TbEuGa2O6,0
TbEuO3,0
TbFeO3,0
TbGaAl2O6,0.0249
TbGdAl2O6,2.0501
TbGdO3,0.0696
TbHfCo2O6,0
TbHfCr2O6,0
TbHfV2O6,0
TbInAl2O6,0
TbInGa2O6,0
TbIrO3,0
TbLaO3,0.0295
TbLuCr2O6,0.0591
TbLuO3,1.9312
TbMgFe2O6,0
TbMgNi2O6,0.1069
TbMnO3,0
TbMoAl2O6,0
TbMoGa2O6,0
TbMoO3,0
TbNbAl2O6,0.0112
TbNbGa2O6,0.0098
TbNbO3,0
TbNdGa2O6,2.8037
TbPbCr2O6,0.0043
TbPbO3,0
TbPdO3,0.13
TbPmO3,0.7127
TbPrO3,0.3225
TbPtO3,0
TbRhAl2O6,0.077
TbRhGa2O6,0.068
TbRhO3,0
TbRuO3,0
TbSbO3,0
TbScCr2O6,0
TbScO3,2.4475
TbSmCr2O6,0.0154
TbSmGa2O6,2.8097
TbSrAl2O6,0.0221
TbSrGa2O6,0
TbTaAl2O6,0
TbTaGa2O6,0
TbTaO3,0
TbTiO3,0
TbTlGa2O6,0.001
TbTlO3,0.4312
TbTmCr2O6,0.0406
TbTmGa2O6,2.8943
TbTmO3,1.796
TbVO3,0
TbYAl2O6,2.8595
TbYGa2O6,2.7616
TbYO3,1.6615
TcBaAuZnO6,0
TcCsReAuO6,0
TcHgWAlO6,0
TcKReAuO6,0
TcMgNi2O6,0
TcMgO3,0
TcRbReAuO6,0
TcTlReAuO6,0
TeAgMnAuO6,0
TeAgWGaO6,0
TeBaCoInO6,0
TeBaGaAlO6,0
TeBaTiAuO6,0
TeCeAuZnO6,0
TeCuReAuO6,0
TeLiReAuO6,0
TeMgFe2O6,0
TeMgNi2O6,0.046
TeNaReAuO6,0
TeNbMnAuO6,0
TeNdBInO6,0
TePbFeAuO6,0
TePrAuZnO6,0
TeYbAuZnO6,0
TiAuO3,0
TiBaAl2O6,0
TiBO3,0
TiCsReAuO6,0
TiIrO3,0
TiKReAuO6,0
TiOsO3,0
TiPdO3,0
TiPtO3,0
TiRbReAuO6,0
TiReO3,0
TiRhO3,0
TiRuO3,0
TiTcO3,0
TiWO3,0
Tl2SeMgO6,0
TlAgO3,0
TlAgRePtO6,0
TlAgReSeO6,0
TlAgWAlO6,0.0445
TlAgWMgO6,0
TlAsO3,0
TlAuO3,0
TlBaAuCdO6,0
TlBaAuHgO6,0
TlBaCoYO6,0
TlBaFeInO6,0
TlBaMnInO6,0
TlBaMoCaO6,0
TlBaMoCdO6,0
TlBaNbYO6,0
TlBaReAuO6,0.0152
TlBaTaAuO6,0
TlBaTiAuO6,0.0013
TlBaWAlO6,1.2247
TlBaZrAuO6,0
TlBaZrMnO6,0
TlBaZrTiO6,0.0008
TlBrO3,0
TlCaHfCoO6,0
TlCaHfFeO6,0
TlCaHfMnO6,0
TlCaHfNiO6,0
TlCaPtTaO6,0.2879
TlCaSeYbO6,0.0163
TlCaWGaO6,1.3789
TlCdHfCoO6,0
TlCdHfNiO6,0
TlCdWAlO6,0
TlCdWGaO6,0
TlCdWMgO6,0.0244
TlCeWMgO6,0.0633
TlCoO3,0
TlCrO3,0
TlCsAuLuO6,0
TlCsAuPrO6,0
TlCsAuScO6,0
TlCsAuTaO6,0
TlCsAuTiO6,0
TlCsAuTmO6,0
TlCsAuYO6,0
TlCsBiTmO6,0
TlCsBiYO6,0
TlCsHfPtO6,0
TlCsHfSiO6,0
TlCsHfSnO6,0
TlCsHfTeO6,0.4753
TlCsHfTiO6,0
TlCsHfZrO6,0
TlCsNbInO6,0.0001
TlCsNbScO6,0
TlCsNbTaO6,0.6638
TlCsNbTmO6,0
TlCsNbYO6,0
TlCsPtTaO6,0.0553
TlCsSbScO6,0
TlCsSbTmO6,0
TlCsSbYO6,0
TlCsTaBiO6,0.0302
TlCsTaPrO6,0
TlCsTaScO6,0
TlCsTaTeO6,0.0321
TlCsTaTiO6,0.0055
TlCsTaYO6,0
TlCsTiTeO6,0
TlCsVGdO6,0
TlCsVTmO6,0
TlCsWAlO6,0
TlCsZrSnO6,0.002
TlCsZrTiO6,0
TlCsZrVO6,0.0361
TlCuWGaO6,0.0519
TlDyCr2O6,0
TlErCr2O6,0
TlErO3,0
TlEuCr2O6,0
TlEuWAlO6,0.005
TlEuWMgO6,0
TlFeO3,0
TlGaO3,0
TlGdCr2O6,0
TlHgAuTiO6,0
TlHgMoMgO6,0
TlHgReAuO6,0.0641
TlHgTiTeO6,0
TlHoCr2O6,0
TlInO3,0
TlIO3,0
TlIrO3,0
TlKAuTaO6,0
TlKAuTiO6,0.0343
TlKHfTiO6,0
TlKPtTaO6,0.0361
TlKTaPrO6,0
TlKTaScO6,0.0014
TlKTaTmO6,0
TlKTaYO6,0
TlLiPtTaO6,0.0262
TlLuCr2O6,0
TlLuSeMgO6,0.2236
TlMnWAlO6,0.2183
TlMoO3,0.1482
TlNaAuTiO6,0.0145
TlNaPtTaO6,0.0312
TlNdCr2O6,0
TlNdMnInO6,0
TlNiO3,0
TlNiWAlO6,0
TlPbAuCdO6,0
TlPbMoMgO6,0
TlPbReAuO6,0.0127
TlPdO3,0
TlPdReAuO6,0
TlPmCr2O6,0
TlPtO3,0
TlRbAuScO6,0
TlRbAuTaO6,0
TlRbAuTiO6,0
TlRbBiYO6,0
TlRbHfTeO6,0.6061
TlRbHfTiO6,0
TlRbHfZrO6,0
TlRbNbInO6,0
TlRbNbYO6,0
TlRbPtTaO6,0.044
TlRbSbYO6,0
TlRbTaPrO6,0
TlRbTaScO6,0
TlRbTaTeO6,0.0277
TlRbTaTiO6,0
TlRbTaYO6,0
TlRbTiTeO6,0
TlRbWAlO6,0.0135
TlRbZrSnO6,0
TlRhO3,0
TlRuO3,0
TlSbO3,0.4975
TlSmCr2O6,0
TlSmMnInO6,0
TlSrHfFeO6,0
TlSrHfNiO6,0
TlSrNbInO6,0.0289
TlSrPtTaO6,0.2417
TlSrReAuO6,0.016
TlSrRePtO6,0
TlSrSeYbO6,0.0147
TlSrTaAlO6,0.0185
TlSrTaMgO6,0
TlSrTiAuO6,0.0247
TlSrWAlO6,1.0542
TlSrWGaO6,1.4863
TlSrWMgO6,0.019
TlSrWZnO6,0.0329
TlTbCr2O6,0
TlTiO3,0
TlTmCr2O6,0
TlTmNbScO6,1.2142
TlTmSeMgO6,0.0013
TlTmWMgO6,1.1702
TlVO3,0.0014
TlYbMoMgO6,0.0263
TlYbSeMgO6,0.0482
TlYbWMgO6,0.0236
TlYCr2O6,0
Tm2DyGaO6,2.0902
Tm2ErGaO6,2.2703
Tm2GdGaO6,1.0845
Tm2HoGaO6,2.1822
Tm2InGaO6,2.2743
Tm2LuGaO6,2.523
Tm2TaAlO6,0
Tm2TaGaO6,0
Tm2TbCrO6,0.0221
Tm2TlGaO6,1.0485
Tm2VBO6,0
Tm2YGaO6,2.1687
TmAgO3,0
TmAgReAuO6,0
TmAgTaAuO6,0
TmAgWMgO6,2.1195
TmAlGa2O6,0.0001
TmAlO3,3.0535
TmAsO3,0
TmAuO3,0
TmBaAuCdO6,0.7743
TmBaCoLuO6,0
TmBaHfCuO6,0
TmBaMoCdO6,0
TmBaTaGaO6,0
TmBaZrGaO6,3.0411
TmBaZrInO6,2.3311
TmBO3,2.754
TmCaPtTaO6,0
TmCaTaGaO6,0
TmCdHfCuO6,0.1019
TmCdReAuO6,0.0302
TmCdTaAuO6,0
TmCdWMgO6,0
TmCeO3,0
TmCoO3,0
TmCrB2O6,0.0571
TmCrO3,1.9289
TmCsAuTiO6,0
TmCsCrLuO6,0.0104
TmCsHfCoO6,0
TmCsHfFeO6,0
TmCsHfGeO6,2.881
TmCsHfMnO6,0
TmCsHfNiO6,0.0749
TmCsHfSiO6,2.9587
TmCsHfSnO6,2.5208
TmCsHfTcO6,0
TmCsHfTeO6,0.5859
TmCsHfTiO6,2.1854
TmCsMnAuO6,0
TmCsNbBiO6,0.7019
TmCsNbGaO6,2.7853
TmCsNbInO6,2.652
TmCsSbScO6,2.6734
TmCsTaAlO6,2.8215
TmCsTaBiO6,0.8087
TmCsTaInO6,2.6461
TmCsTaScO6,2.6445
TmCsVInO6,1.6136
TmCsWInO6,0
TmCsZrSnO6,2.4774
TmCuReAuO6,0
TmCuReSeO6,0
TmDyCr2O6,0.0453
TmErO3,1.0544
TmEuAl2O6,0
TmEuGa2O6,0
TmEuNbInO6,0
TmEuO3,0
TmEuTaAlO6,0
TmFeO3,0
TmFeReAuO6,0
TmGaAl2O6,0.0254
TmGdAl2O6,2.0962
TmHfO3,0
TmInAl2O6,0
TmInGa2O6,0
TmInO3,1.0542
TmIrO3,0
TmKHfGeO6,3.427
TmKPtTaO6,0
TmKTaInO6,2.8384
TmKTaTeO6,0
TmLaBMoO6,0
TmLaBVO6,0
TmLuCr2O6,0.0837
TmLuTaAlO6,0
TmMgNi2O6,0.1101
TmMgReAuO6,0
TmMgW2O6,0
TmMnAuTiO6,0
TmMnO3,0
TmMnReAuO6,0
TmMoO3,0
TmNaPtTaO6,0
TmNaReAuO6,0
TmNbO3,0
TmNdO3,0.2989
TmNiO3,0.0096
TmOsO3,0
TmPbO3,0
TmPdO3,0.1554
TmPrO3,0.3169
TmPtO3,0
TmRbAuTiO6,0
TmRbHfTeO6,0.4758
TmRbHfTiO6,2.2368
TmRbNbInO6,2.761
TmRbPtTaO6,0
TmRbTaAlO6,3.0492
TmRbTaBiO6,0.7087
TmRbTaInO6,2.7651
TmRbTaScO6,2.6698
TmRbZrSnO6,2.591
TmReO3,0
TmRuO3,0
TmSbO3,0
TmScCr2O6,0
TmSmO3,0.1647
TmSnO3,0
TmSrCoLuO6,0
TmSrHfCuO6,0.0968
TmSrHfFeO6,0
TmSrHfNiO6,0.1011
TmSrPtTaO6,0
TmSrSeYbO6,0.0065
TmSrTaGaO6,0
TmSrWGaO6,0
TmSrWMgO6,0
TmTaO3,0.0041
TmTbAl2O6,2.9893
TmTbBMoO6,0
TmTbBVO6,0
TmTcO3,0
TmTeO3,0
TmTiO3,0
TmTlAl2O6,0
TmTlAuTiO6,0
TmTlGa2O6,0.0158
TmTlO3,0.2995
TmTlPtTaO6,0
TmTlTaScO6,1.427
TmTlWAlO6,0
TmVB2O6,0
TmVEr2O6,0
TmVO3,0
TmWO3,0
TmYAl2O6,2.9227
TmYbAl2O6,0.0174
TmYbCr2O6,0
TmYbGa2O6,0
TmYbHfCoO6,1.222
TmYbNbInO6,0
TmYbReAuO6,0.018
TmYbSbScO6,0
TmYGa2O6,2.8236
TmYO3,0.9228
TmZnReAuO6,0.0372
TmZrO3,0
VAlO3,0
VBaEr2O6,0
VBaTm2O6,0
VBaY2O6,0
VBO3,0.0018
VCrO3,0
VCsWInO6,0.0141
VKRu2O6,0
VMgB2O6,0
VRbReAuO6,0
WBaAl2O6,0
WCsFeInO6,0
WDyAl2O6,0
WDyGa2O6,0
WNdAl2O6,0
WNdGa2O6,0
WSmAl2O6,0
WSmGa2O6,0
WTmAl2O6,0
WTmGa2O6,0
Y2DyErO6,1.5098
Y2DyGaO6,2.0812
Y2DyHoO6,1.4687
Y2DyLuO6,1.6227
Y2DyTmO6,1.5519
Y2ErGaO6,2.1768
Y2ErInO6,1.559
Y2ErLuO6,1.7023
Y2ErTmO6,1.6328
Y2GdGaO6,1.2253
Y2HoErO6,1.5512
Y2HoGaO6,2.1299
Y2HoInO6,1.5125
Y2HoLuO6,1.663
Y2HoTmO6,1.5928
Y2InGaO6,2.1612
Y2LuInO6,1.6861
Y2ScGaO6,2.5181
Y2SmGaO6,1.8431
Y2TbDyO6,1.3816
Y2TbErO6,1.4655
Y2TbHoO6,1.4242
Y2TbTmO6,1.5078
Y2TbVO6,0
Y2TlGaO6,1.3013
Y2TmGaO6,2.2245
Y2TmInO6,1.6068
Y2TmLuO6,1.7424
YAgO3,0
YAgReAuO6,0
YAgTaAuO6,0.1197
YAlGa2O6,0.0013
YAlO3,2.8028
YAsO3,0.0204
YAuO3,0
Yb2CrLuO6,0
Yb2CrTmO6,0
Yb2ReAuO6,0
Yb2TaAlO6,3.6689
Yb2VTmO6,1.278
Yb2WAlO6,0
YBaAuCdO6,0.7453
YbAgTaAuO6,0
YbAlO3,0
YBaZrAuO6,0
YbBaAuCdO6,0
YbBaHfAgO6,0.1874
YbBaHfAlO6,0
YbBaMoCdO6,2.0361
YbBaTaAgO6,0.1106
YbBaZrCoO6,0
YbBaZrCuO6,0
YbBaZrGaO6,0
YbBaZrInO6,0
YbBaZrNiO6,0.4933
YbBO3,0
YbCdAuTiO6,0
YbCdReAuO6,0
YbCdTaAuO6,0
YbCdWMgO6,0.4863
YbCoO3,0
YbCrB2O6,0
YbCrO3,0
YbCsAuLuO6,0
YbCsAuScO6,0
YbCsAuTaO6,0
YbCsAuTiO6,0.2737
YbCsBiTmO6,0.0258
YbCsHfGeO6,0
YbCsHfMnO6,0
YbCsHfPtO6,0.0022
YbCsHfSiO6,0
YbCsHfSnO6,0
YbCsHfVO6,1.1562
YbCsHfZrO6,0
YbCsNbBiO6,0.0692
YbCsNbInO6,0
YbCsNbTmO6,0.0189
YbCsPtScO6,0
YbCsSbScO6,0
YbCsSbTmO6,0.0218
YbCsTaAlO6,0
YbCsTaInO6,0
YbCsVTmO6,0.0189
YbCsZrSeO6,0.0072
YbCsZrSnO6,0.0237
YbEuNbInO6,0.5492
YbEuTaAlO6,0.2356
YbEuWAlO6,0
YbEuWMgO6,0.1509
YbFeO3,0
YbGaO3,0
YbHgAuTiO6,0
YbHgReAuO6,0
YbHgTaAuO6,0
YbKAuTaO6,0.0507
YbKAuTmO6,0
YbKHfGeO6,0
YbKHfZrO6,0
YbKTaInO6,0
YbLuCr2O6,0
YbMgFe2O6,0
YbMgReAuO6,0
YbMgW2O6,0
YbMnAuTiO6,0
YbMnO3,0
YbMnReAuO6,0
YbNaReAuO6,0
YbNiO3,0
YBO3,2.5252
YbPbAuCdO6,0.0227
YbPbReAuO6,0.0211
YbRbAuLuO6,0.0068
YbRbAuScO6,0
YbRbAuTaO6,0.0454
YbRbAuTiO6,0.2237
YbRbAuTmO6,0
YbRbHfZrO6,0
YbRbNbInO6,0
YbRbTaAlO6,0
YbRbTaInO6,0
YbRbZrSnO6,0
YbSrHfAgO6,0.1983
YbSrHfFeO6,0
YbSrHfNiO6,0.6517
YbSrTaAlO6,3.623
YbSrWMgO6,2.8278
YbSrWZnO6,2.6392
YbTbCr2O6,0
YbTiO3,1.8975
YbTlAuTiO6,0.0201
YbTlCrTmO6,0.1727
YbTlHfGeO6,0.0294
YbTlReAuO6,0.0173
YbTlTaAuO6,0
YbTlVTmO6,0.0133
YbTlWAlO6,0.9103
YbTlZrMnO6,0
YbTlZrSiO6,0.0196
YbTlZrTiO6,0
YbTmNbMgO6,2.9996
YbTmTaAlO6,0
YbTmWMgO6,0
YbTmZrGaO6,3.1249
YbVO3,0.1404
YbYAl2O6,0.0184
YCoO3,0.833
YCrB2O6,0.0474
YCrO3,1.7679
YCsAuScO6,0.9551
YCsAuTaO6,0.1095
YCsAuTiO6,0
YCsAuTmO6,1.2152
YCsBiTmO6,1.6858
YCsHfCoO6,0
YCsHfFeO6,0.0021
YCsHfGeO6,2.8961
YCsMoYbO6,1.9037
YCsNbBiO6,0.7678
YCsNbTmO6,2.2872
YCsTaInO6,2.8373
YDyCr2O6,0.0048
YDyO3,1.4268
YDySiMoO6,0
YErCr2O6,0.0176
YEuAl2O6,0
YEuReAuO6,0
YFeO3,0.6373
YGaAl2O6,0.0238
YGaO3,2.702
YGdAl2O6,2.045
YHoCr2O6,0.0107
YInAl2O6,0
YInGa2O6,0
YIrO3,0
YKReAuO6,0
YLuCr2O6,0.0445
YLuTaAlO6,0
YMnO3,0
YMoAl2O6,0
YMoGa2O6,0
YMoO3,0
YNaReAuO6,0
YNbAl2O6,0.0117
YNbGa2O6,0.0099
YNbO3,0
YNiO3,0
YPbAuCdO6,0.6475
YPbReAuO6,0
YPdAl2O6,0
YPdO3,0.1279
YPmO3,0.815
YRbAuTaO6,0.1127
YRbTaInO6,2.8993
YRhAl2O6,0.0772
YRhGa2O6,0.0681
YRuO3,0
YScCr2O6,0
YScO3,2.3337
YSmO3,0.972
YSrReAuO6,0.0219
YTaAl2O6,0
YTaGa2O6,0
YTaO3,0
YTbCr2O6,0
YTiO3,0
YTlAuTiO6,0
YTlCrTmO6,0
YTlGa2O6,0
YTlHfCoO6,0
YTlO3,0.3652
YTlVGdO6,0.8446
YTlWAlO6,0
YTmCr2O6,0.0259
YTmHfCoO6,0
YTmTaAlO6,0
YTmWMgO6,0
YVAl2O6,0
YVGa2O6,0
YVO3,0
YYbCoTmO6,0.0107
YYbCr2O6,0
YYbCrTmO6,0.0116
YYbGa2O6,0
YYbHfCoO6,1.1944
YYbHfCuO6,0.0992
YYbTaAlO6,0
YYbTaPtO6,0
YYbVTmO6,0
YYbWMgO6,0
ZnGeO3,0
ZnIrO3,0
ZnOsO3,0
ZnPbO3,0
ZnPtO3,0
ZnReO3,0
ZnRhO3,0
ZnRuO3,0
ZnSiO3,0
ZnTcO3,0
ZnTeO3,0
ZnTiO3,0
ZnWO3,0
ZrBaAl2O6,0.9668
ZrCsHfNiO6,0
ZrDyAl2O6,0
ZrMgFe2O6,0
ZrNdAl2O6,0
ZrSmAl2O6,0
ZrTmAl2O6,0
Ba2BiErO6,1.7293
Ba2BiHoO6,1.7854
Ba2BiLaO6,1.7697
Ba2BiNdO6,1.7565
Ba2BiScO6,1.5718
Ba2BiTbO6,1.7238
Ba2BiYO6,1.7585
Ba2NbAlO6,2.7822
Ba2NbBiO6,2.0675
Ba2NbPmO6,2.847
Ba2NbPrO6,2.8965
Ba2NbTbO6,2.8523
Ba2SbDyO6,3.4688
Ba2SbErO6,3.3776
Ba2SbGdO6,3.4839
Ba2SbHoO6,3.4155
Ba2SbLaO6,3.8812
Ba2SbTmO6,3.2858
Ba2SbYO6,3.5377
Ba2TaDyO6,3.3837
Ba2TaErO6,3.3934
Ba2TaGdO6,3.2148
Ba2TaHoO6,3.3782
Ba2TaInO6,3.9459
Ba2TaLaO6,3.449
Ba2TaNdO6,3.3164
Ba2TaPmO6,3.3216
Ba2TaPrO6,3.3056
Ba2TaSmO6,3.3634
Ba2TaTbO6,3.371
Ba2TaTmO6,3.4065
Ba2TaYO6,3.362
BaCaAuDyO6,1.424
BaCaAuErO6,1.4289
BaCaAuHoO6,1.4249
BaCaBiDyO6,1.9086
BaCaNbYO6,2.8545
BaCaSbDyO6,3.3728
BaCaSbTbO6,3.338
BaCaSbYO6,3.375
BaCaTaDyO6,3.3851
BaCaTaErO6,3.2878
BaCaTaGdO6,3.0059
BaCaTaHoO6,3.2001
BaCaTaTbO6,3.3798
BaCaTaTmO6,3.2919
BaCaTaYO6,3.2722
BaSrAuDyO6,1.4999
BaSrAuErO6,1.4482
BaSrAuGdO6,1.4914
BaSrAuHoO6,1.4969
BaSrAuNdO6,1.5169
BaSrAuPmO6,1.5073
BaSrBiDyO6,1.856
BaSrBiTbO6,1.9042
BaSrHfSnO6,3.7375
BaSrNbDyO6,2.8763
BaSrNbSmO6,2.8688
BaSrSbDyO6,3.471
BaSrSbErO6,3.39
BaSrSbHoO6,3.4072
BaSrSbTbO6,3.501
BaSrSbYO6,3.5348
BaSrTaDyO6,3.6609
BaSrTaErO6,3.6738
BaSrTaHoO6,3.4346
BaSrTaNdO6,3.5818
BaSrTaPmO6,3.4371
BaSrTaTbO6,3.4128
Ca2MoMgO6,1.8884
Ca2MoZnO6,2.0053
Ca2WMgO6,2.7099
Ca2WZnO6,2.5891
DyCsHfGeO6,2.7441
DyCsHfSnO6,2.7434
DyCsTaInO6,2.9779
DyKTaInO6,2.66
DyRbTaInO6,2.5177
ErCsHfGeO6,2.6028
ErCsHfTiO6,2.31
ErCsTaInO6,2.7512
ErCsTaScO6,2.71
ErKHfSnO6,2.6833
ErKTaInO6,2.9716
ErRbHfSnO6,2.6937
ErRbTaInO6,2.9226
HoCsTaInO6,2.8012
HoKHfSnO6,2.7262
HoKTaInO6,3.0133
HoRbHfSnO6,2.6402
HoRbTaInO6,2.9672
LaCsAuDyO6,0.9712
LaCsAuErO6,1.2129
LaCsAuHoO6,1.3167
LaCsAuNdO6,1.0164
LaCsAuPmO6,1.0111
LaCsBiDyO6,1.5441
LaCsBiErO6,1.5988
LaCsBiHoO6,1.523
LaCsBiNdO6,1.6012
LaCsBiPmO6,1.7012
LaCsBiSmO6,1.6864
LaCsBiTbO6,1.7613
LaCsMoYbO6,1.9314
LaCsNbDyO6,2.3821
LaCsNbErO6,2.2517
LaCsNbHoO6,2.4679
LaCsSbDyO6,2.2394
LaCsSbErO6,2.3243
LaCsSbGdO6,2.3481
LaCsSbHoO6,2.6347
LaCsSbPmO6,2.2964
LaCsSbTbO6,2.4387
LaCsTaDyO6,2.5917
LaCsTaErO6,2.5821
LaCsTaHoO6,2.5873
LaCsTaNdO6,1.9318
LaCsTaPmO6,1.6004
LaCsTaSmO6,2.2995
LaCsTaTbO6,2.4943
LaKAuDyO6,1.2519
LaKAuErO6,1.263
LaKAuHoO6,1.2563
LaKAuNdO6,1.6792
LaKAuPmO6,1.1967
LaKBiDyO6,1.9268
LaKBiGdO6,1.3817
LaKBiHoO6,1.604
LaKHfZrO6,2.7292
LaKNbYO6,2.1338
LaKSbDyO6,2.394
LaKSbTbO6,2.3726
LaKSbYO6,2.4149
LaKTaDyO6,2.7021
LaKTaErO6,2.6914
LaKTaHoO6,2.6981
LaKTaNdO6,2.2347
LaKTaPmO6,2.4893
LaKTaSmO6,2.5009
LaKTaTbO6,2.5052
LaKTaYO6,2.6815
LaRbAuDyO6,1.1248
LaRbAuErO6,1.1301
